Timestamp,State,Are you attending National Convention 2019?,Party,What do you value most in a candidate?,Which of these factors most influences your vote?,Vote,Which of these factors most greatly influences your decision to support a specific Presidential ticket?,How likely are you to change your mind or choose a Presidential ticket at National Convention? ,Do you currently plan to vote for any specific Representative or Senatorial candidates?,"Once elected, how involved in the Administration of the TeenPact nation should Representatives and Senators be?",Which of these candidates do you recognize?
5/15/2019 22:10:33,Oklahoma,Yes,N/A,Open-mindedness,Instagram page,Undecided,Campaign team outreach,Very likely,Yes,Slightly involved,"Abby Murray, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Bradley Conrad, Briley Glisson, Caleb Shirk, Caroline Gould, Chad Fryer, Charlie Hester, Chloe Carlson, Chloe Jo Woodell, David Gosz, Emma Freeland, Eva Reynolds, Isaac Richardson, Jonathan Crampton, Jonathan McCallum, Josiah Kolar, Josiah Wolfe, Libby Robinson, Liz Daley, Logan Hancock, Luke Bieber, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Noah Diaz, Noah Kent, Patrick Sullivan, Ryan Folmar, Spencer Graham, Taylor Migliore, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/15/2019 22:11:29,Mississippi,No,N/A,Humility,Instagram page,Undecided,Performance during debates,Unlikely,Yes,Moderately involved,"Anna Claire Williams, Bradley Conrad, Caroline Gould, Jonathan Crampton, Kylee Brandon"
,,,,,,,,,,,
5/15/2019 22:11:49,Kansas,Yes,Perseverance,Humility,Campaign merchandise,Richardson/Benitez,Personal interaction at National Convention,It's possible,Yes,Very involved,"Abby Murray, Anna Adams, Anna Claire Williams, Biani Benitez, Bradley Conrad, Briley Glisson, Caroline Gould, Chad Fryer, Charlie Hester, David Gosz, Emma Freeland, Isaac Richardson, Josiah Wolfe, Kylee Brandon, Libby Robinson, Liz Daley, Logan Hancock, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Noah Kent, Patrick Sullivan, Spencer Graham, Toby Forehand"
,,,,,,,,,,,
5/15/2019 22:16:22,Mississippi,Yes,Perseverance,Honesty,Campaign merchandise,Richardson/Benitez,Personal interaction at National Convention,It's possible,Yes,Moderately involved,"Anna Claire Williams, Biani Benitez, Blake Landry, Bradley Conrad, Caleb Hahn, Caroline Gould, Chloe Jo Woodell, Daniel McCarthy, Emma Freeland, Isaac Richardson, Jonathan Crampton, Jonathan McCallum, Libby Robinson, Maggie Megelsh, Noah Diaz, Noah Kent, Toby Forehand"
,,,,,,,,,,,
5/15/2019 22:22:15,Texas,No,N/A,Humility,Campaign merchandise,Undecided,Performance during debates,Very likely,Yes,Very involved,"Abby Murray, Anna Adams, Anna Claire Williams, Blake Landry, Briley Glisson, Caroline Gould, Carter MacDonald, Chad Fryer, Chloe Carlson, David Gosz, David McElroy, Emma Freeland, Eva Reynolds, Isaac Richardson, Jonathan McCallum, Kylee Brandon, Lauren Wagner, Libby Robinson, Liz Daley, Logan Hancock, Madelyn McDonald, Maggie Megelsh, Nathan Furlough, Patrick Sullivan, Ryan Folmar, Toby Forehand"
,,,,,,,,,,,
5/15/2019 22:27:57,Georgia,Yes,Vision,Honesty,Elections Hall table setup,Forehand/McDonald,Campaign team outreach,Unlikely,Yes,Very involved,"Caleb Hahn, Madelyn McDonald, Toby Forehand"
,,,,,,,,,,,
5/15/2019 22:31:24,Oklahoma,No,N/A,Kindness,Instagram page,Robinson/Adams,Social media presence,Unlikely,Yes,Very involved,"Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Briley Glisson, Caleb Hahn, Caroline Gould, Chad Fryer, Chloe Jo Woodell, David Gosz, Eva Reynolds, Isaac Richardson, Jonathan Crampton, Libby Robinson, Lindsey Caba, Logan Hancock, Luke Bieber, Maggie Megelsh, Meredith Durham, Noah Kent, Spencer Graham, Toby Forehand"
,,,,,,,,,,,
5/15/2019 22:33:42,Alabama,Yes,Vision,Honesty,Instagram page,Richardson/Benitez,Campaign team outreach,It's possible,Yes,Moderately involved,"Andrew Gwinn, Anna Adams, Biani Benitez, Braden Kanyur, Bradley Conrad, Briley Glisson, Daniel McCarthy, Isaac Richardson, Libby Robinson, Lindsey Caba, Meredith Durham"
,,,,,,,,,,,
5/15/2019 22:41:58,Pennsylvania,Yes,Vision,Honesty,Instagram page,Forehand/McDonald,Prior relationship with candidates,Unlikely,Yes,Moderately involved,"Biani Benitez, Briley Glisson, Caleb Hahn, Kylee Brandon, Madelyn McDonald, Toby Forehand"
,,,,,,,,,,,
5/15/2019 22:46:13,,No,N/A,Honesty,Instagram page,Forehand/McDonald,Campaign team outreach,Out of the question,Yes,Very involved,"Abby Murray, Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Bradley Conrad, Briley Glisson, Carter MacDonald, Chad Fryer, Isaac Richardson, Josiah Wolfe, Kasey Cochran, Kylee Brandon, Libby Robinson, Logan Hancock, Madelyn McDonald, Maggie Megelsh, Noah Diaz, Patrick Sullivan, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/15/2019 22:49:48,Virginia,Yes,Vision,Humor,Elections Hall table setup,Forehand/McDonald,Performance during debates,Very likely,Yes,Moderately involved,"Andrew Gwinn, Anna Claire Williams, Caleb Hahn, Carter MacDonald, Chad Fryer, Luke Bieber, Madelyn McDonald, Patrick Sullivan, Taylor Migliore, Toby Forehand"
,,,,,,,,,,,
5/15/2019 22:50:32,Georgia,Yes,Vision,Honesty,Elections Hall table setup,Forehand/McDonald,Performance during debates,It's possible,Yes,Very involved,"Caleb Hahn, Chad Fryer, Madelyn McDonald, Toby Forehand"
,,,,,,,,,,,
5/15/2019 22:55:19,South Carolina,Yes,Vision,Honesty,Instagram page,Forehand/McDonald,Personal interaction at National Convention,It's possible,Yes,Very involved,"Abby Murray, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Bradley Conrad, Briley Glisson, Caroline Gould, Carter MacDonald, Chad Fryer, David Gosz, Emma Freeland, Eva Reynolds, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Kasey Cochran, Libby Robinson, Liz Daley, Logan Hancock, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Patrick Sullivan, Ryan Folmar, Taylor Migliore, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/15/2019 22:57:33,South Carolina,Yes,Perseverance,Humility,Instagram page,Richardson/Benitez,Prior relationship with candidates,Unlikely,Yes,Very involved,"Abby Murray, Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Bradley Conrad, Briley Glisson, Caleb Hahn, Caleb Shirk, Caroline Gould, Carter MacDonald, Chad Fryer, Chloe Carlson, Emma Freeland, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Kasey Cochran, Kylee Brandon, Libby Robinson, Liz Daley, Logan Hancock, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Noah Kent, Olivia Banta, Patrick Sullivan, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/15/2019 22:58:31,Texas,Yes,Perseverance,Humility,Elections Hall table setup,Richardson/Benitez,Prior relationship with candidates,Unlikely,Yes,Moderately involved,"Andrew Gwinn, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Bradley Conrad, Briley Glisson, Chad Fryer, Chloe Carlson, David Gosz, Emma Freeland, Isaac Richardson, Josiah Kolar, Josiah Wolfe, Kylee Brandon, Logan Hancock, Luke Bieber, Maggie Megelsh, Nathan Furlough, Patrick Sullivan, Ryan Folmar, Taylor Migliore, Toby Forehand"
,,,,,,,,,,,
5/15/2019 23:08:50,Virginia,Yes,Vision,Confidence,Instagram page,Forehand/McDonald,Campaign team outreach,Out of the question,Yes,Moderately involved,"Caleb Hahn, Carter MacDonald, Madelyn McDonald, Noah Diaz, Noah Kent, Patrick Sullivan, Taylor Migliore, Toby Forehand"
,,,,,,,,,,,
5/15/2019 23:09:48,Kentucky,No,N/A,Kindness,Instagram page,Forehand/McDonald,Social media presence,It's possible,Yes,Moderately involved,"Anna Claire Williams, Bradley Conrad, Briley Glisson, Caleb Hahn, Caroline Gould, Charlie Hester, Chloe Carlson, Emma Freeland, Jonathan McCallum, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nick Alexakos, Noah Diaz, Patrick Sullivan, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/15/2019 23:14:48,Florida,Yes,Vision,Honesty,Instagram page,Richardson/Benitez,Personal interaction at National Convention,Very likely,Yes,Moderately involved,"Abby Murray, Anna Adams, Bradley Conrad, Briley Glisson, Caleb Hahn, Daniel McCarthy, David Gosz, Emma Freeland, Isaac Richardson, Jonathan Crampton, Jonathan McCallum, Kylee Brandon, Libby Robinson, Logan Hancock, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Patrick Sullivan, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/15/2019 23:15:30,New York,No,Compassion,Kindness,Instagram page,Robinson/Adams,Prior relationship with candidates,It's possible,Yes,Very involved,"Abby Murray, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Bradley Conrad, Briley Glisson, Caleb Shirk, Caroline Gould, Chad Fryer, Chloe Carlson, David Gosz, Emma Freeland, Eva Reynolds, Isaac Richardson, Josiah Wolfe, Kylee Brandon, Libby Robinson, Liz Daley, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Matthias Haas, Meredith Durham, Noah Diaz, Patrick Sullivan, Toby Forehand"
,,,,,,,,,,,
5/15/2019 23:21:26,New York,Yes,Perseverance,Honesty,Instagram page,Richardson/Benitez,Performance during debates,It's possible,Yes,Moderately involved,"Biani Benitez, Briley Glisson, Caleb Hahn, Caroline Gould, Isaac Richardson, Lauren Wagner, Lindsey Caba, Matthias Haas"
,,,,,,,,,,,
5/15/2019 23:22:43,South Carolina,No,Vision,Honesty,Instagram page,Forehand/McDonald,Prior relationship with candidates,Unlikely,Yes,Moderately involved,"Abby Murray, Anna Claire Williams, Biani Benitez, Briley Glisson, Chad Fryer, Emma Freeland, Isaac Richardson, Libby Robinson, Liz Daley, Logan Hancock, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Toby Forehand"
,,,,,,,,,,,
5/15/2019 23:26:36,South Carolina,Yes,Vision,Humility,Instagram page,Gwinn/Bieber,Personal interaction at National Convention,It's possible,Yes,Moderately involved,"Abby Murray, Andrew Gwinn, Chad Fryer, David Gosz, Emma Freeland, Josiah Wolfe, Liz Daley, Logan Hancock, Luke Bieber, Meredith Durham, Patrick Sullivan, Tessa Lynn, Toby Forehand"
,,,,,,,,,,,
5/15/2019 23:33:41,Washington,No,N/A,Honesty,Instagram page,Richardson/Benitez,Social media presence,Very likely,Yes,,"Anna Claire Williams, Biani Benitez, Braden Kanyur, Isaac Richardson, Liz Daley, Logan Hancock, Patrick Sullivan"
,,,,,,,,,,,
5/15/2019 23:38:13,Wisconsin,Yes,Vision,Kindness,Instagram page,Richardson/Benitez,Personal interaction at National Convention,It's possible,Yes,Very involved,"Abby Murray, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Briley Glisson, Caleb Hahn, Caleb Shirk, Caroline Gould, Chad Fryer, Chloe Carlson, Chloe Jo Woodell, Emma Freeland, Eva Reynolds, Isaac Richardson, Josiah Wolfe, Kasey Cochran, Kylee Brandon, Libby Robinson, Lindsey Caba, Liz Daley, Logan Hancock, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Olivia Banta, Patrick Sullivan, Toby Forehand"
,,,,,,,,,,,
5/15/2019 23:41:47,Mississippi,Yes,Perseverance,Humility,Campaign posters,Richardson/Benitez,Prior relationship with candidates,It's possible,Yes,Moderately involved,"Anna Claire Williams, Biani Benitez, Bradley Conrad, Briley Glisson, David Gosz, Emma Freeland, Isaac Richardson, Jonathan Crampton, Jonathan McCallum, Libby Robinson, Madelyn McDonald, Maggie Megelsh, Toby Forehand"
,,,,,,,,,,,
5/15/2019 23:50:55,Montana,No,N/A,Humility,Instagram page,Richardson/Benitez,Prior relationship with candidates,Unlikely,Yes,Slightly involved,"Abby Murray, Anna Claire Williams, Biani Benitez, Blake Landry, Bradley Conrad, Briley Glisson, Caroline Gould, Chad Fryer, Chloe Carlson, Chloe Jo Woodell, Isaac Richardson, Josiah Kolar, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Tessa Lynn, Toby Forehand"
,,,,,,,,,,,
5/16/2019 0:11:54,Arkansas,No,N/A,Honesty,Instagram page,Forehand/McDonald,Campaign team outreach,Unlikely,Yes,Moderately involved,"Carter MacDonald, Chloe Jo Woodell, Emma Freeland, Logan Hancock, Madelyn McDonald, Nathan Furlough, Toby Forehand"
,,,,,,,,,,,
5/16/2019 0:12:33,Georgia,Yes,Perseverance,Confidence,Campaign merchandise,Richardson/Benitez,Prior relationship with candidates,Unlikely,Yes,Moderately involved,"Anna Claire Williams, Biani Benitez, Braden Kanyur, Bradley Conrad, Briley Glisson, Caroline Gould, Chad Fryer, Charlie Hester, David Gosz, Emma Freeland, Isaac Richardson, Libby Robinson, Liz Daley, Logan Hancock, Luke Bieber, Maggie Megelsh, Patrick Sullivan, Toby Forehand"
,,,,,,,,,,,
5/16/2019 0:17:37,Florida,Yes,Compassion,Kindness,Instagram page,Robinson/Adams,Performance during debates,Out of the question,Yes,Very involved,"Abby Murray, Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Bradley Conrad, Briley Glisson, Caleb Hahn, Caleb Shirk, Caroline Gould, Carter MacDonald, Chad Fryer, Charlie Hester, Chloe Carlson, Chloe Jo Woodell, Daniel McCarthy, David Gosz, Emma Freeland, Eva Reynolds, Grace Slack, Isaac Richardson, Jonathan Crampton, Jonathan McCallum, Josiah Kolar, Josiah Wolfe, Kasey Cochran, Kylee Brandon, Libby Robinson, Lindsey Caba, Liz Daley, Logan Hancock, Luke Bieber, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Matthias Haas, Meredith Durham, Nathan Furlough, Noah Diaz, Noah Kent, Olivia Banta, Patrick Sullivan, Roam Hoskin, Ryan Folmar, Taylor Migliore, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 0:22:34,Tennessee,Yes,Vision,Kindness,Elections Hall table setup,Forehand/McDonald,Prior relationship with candidates,Unlikely,Yes,Slightly involved,"Abby Murray, Anna Adams, Anna Claire Williams, Biani Benitez, Bradley Conrad, Briley Glisson, Caleb Shirk, Caroline Gould, Chad Fryer, Chloe Carlson, David Gosz, Emma Freeland, Isaac Richardson, Jonathan Crampton, Josiah Wolfe, Kasey Cochran, Kylee Brandon, Libby Robinson, Lily Beall, Liz Daley, Logan Hancock, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Noah Diaz, Olivia Banta, Patrick Sullivan, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 0:37:00,Oregon,No,N/A,Honesty,Instagram page,Forehand/McDonald,Performance during debates,It's possible,Yes,Very involved,"Anna Claire Williams, Biani Benitez, Briley Glisson, Caleb Shirk, Chad Fryer, Chloe Carlson, Isaac Richardson, Josiah Wolfe, Libby Robinson, Nathan Furlough, Patrick Sullivan, Peter Stephenson, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 0:43:31,North Carolina,Yes,Vision,Honesty,Instagram page,Forehand/McDonald,Prior relationship with candidates,It's possible,Yes,Moderately involved,"Charlie Hester, Isaac Richardson, Josiah Wolfe, Madelyn McDonald, Patrick Sullivan"
,,,,,,,,,,,
5/16/2019 0:50:11,Louisiana,Yes,Perseverance,Kindness,Instagram page,Caba/Slack,Campaign team outreach,Very likely,Yes,Very involved,"Anna Claire Williams, Blake Landry, Caroline Gould, Charlie Hester, Chloe Jo Woodell, Daniel McCarthy, David Gosz, Emma Freeland, Grace Slack, Isaac Richardson, Josiah Kolar, Libby Robinson, Lindsey Caba, Logan Hancock, Maggie Megelsh, Meredith Durham, Patrick Sullivan, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 0:54:37,South Carolina,Yes,Perseverance,Confidence,Instagram page,Undecided,Performance during debates,It's possible,Yes,Very involved,"Abby Murray, Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Braden White, Bradley Conrad, Briley Glisson, Caleb Shirk, Caroline Gould, Carter MacDonald, Chad Fryer, Charlie Hester, Chloe Carlson, Chloe Jo Woodell, Daniel McCarthy, David Gosz, David McElroy, Emma Freeland, Isaac Richardson, Jonathan Crampton, Jonathan McCallum, Josiah Kolar, Josiah Wolfe, Kylee Brandon, Libby Robinson, Liz Daley, Logan Hancock, Luke Bieber, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Nick Alexakos, Noah Diaz, Patrick Sullivan, Ryan Folmar, Taylor Migliore, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 0:59:29,Texas,Yes,Compassion,Humility,Instagram page,Forehand/McDonald,Personal interaction at National Convention,Very likely,Yes,Very involved,"Abby Murray, Anna Claire Williams, Biani Benitez, Braden Kanyur, Bradley Conrad, Briley Glisson, Caleb Hahn, Caroline Gould, Carter MacDonald, Charlie Hester, Chloe Carlson, Chloe Jo Woodell, David Gosz, David McElroy, Emma Freeland, Eva Reynolds, Isaac Richardson, Josiah Wolfe, Kylee Brandon, Libby Robinson, Lindsey Caba, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Noah Diaz, Patrick Sullivan, Ryan Folmar, Spencer Graham, Taylor Migliore, Tessa Lynn, Toby Forehand"
,,,,,,,,,,,
5/16/2019 1:00:48,,Yes,Perseverance,Honesty,Instagram page,Richardson/Benitez,Personal interaction at National Convention,Unlikely,Yes,Very involved,"Abby Murray, Anna Adams, Anna Claire Williams, Biani Benitez, Braden Kanyur, Briley Glisson, Caleb Hahn, Caroline Gould, Carter MacDonald, David Gosz, Emma Freeland, Grace Slack, Isaac Richardson, Josiah Wolfe, Lindsey Caba, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Noah Diaz, Noah Kent, Patrick Sullivan, Spencer Graham, Tessa Lynn, Toby Forehand"
,,,,,,,,,,,
5/16/2019 1:11:34,Texas,No,Vision,Honesty,Instagram page,Richardson/Benitez,Personal interaction at National Convention,Out of the question,Yes,Moderately involved,"Biani Benitez, Chloe Carlson, Chloe Jo Woodell, Daniel McCarthy, David McElroy, Emma Freeland, Isaac Richardson, Jonathan McCallum"
,,,,,,,,,,,
5/16/2019 1:14:08,Florida,Yes,N/A,Kindness,Instagram page,Forehand/McDonald,Prior relationship with candidates,It's possible,Yes,Very involved,"Abby Murray, Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Bradley Conrad, Briley Glisson, Caleb Shirk, Caroline Gould, Chad Fryer, Charlie Hester, Chloe Carlson, Chloe Jo Woodell, David Gosz, Emma Freeland, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Kylee Brandon, Libby Robinson, Lily Beall, Liz Daley, Logan Hancock, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Noah Diaz, Patrick Sullivan, Peter Stephenson, Ryan Folmar, Taylor Migliore, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 1:14:30,Kansas,Yes,Perseverance,Open-mindedness,Instagram page,Richardson/Benitez,Performance during debates,Very likely,Yes,Very involved,"Abby Murray, Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Bradley Conrad, Briley Glisson, Caleb Shirk, Caroline Gould, Carter MacDonald, Chad Fryer, Chloe Carlson, David Gosz, Emma Freeland, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Libby Robinson, Liz Daley, Logan Hancock, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Noah Diaz, Noah Kent, Patrick Sullivan, Peter Stephenson, Ryan Folmar, Spencer Graham, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 1:19:59,South Carolina,Yes,Perseverance,Kindness,Instagram page,Undecided,Performance during debates,It's possible,Yes,Very involved,"Abby Murray, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Briley Glisson, Caroline Gould, Carter MacDonald, Chad Fryer, David Gosz, Emma Freeland, Isaac Richardson, Libby Robinson, Liz Daley, Logan Hancock, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Patrick Sullivan, Tessa Lynn, Toby Forehand"
,,,,,,,,,,,
5/16/2019 1:21:59,,No,N/A,Humility,Instagram page,Robinson/Adams,Prior relationship with candidates,Out of the question,Yes,Very involved,"Abby Murray, Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Bradley Conrad, Briley Glisson, Caleb Hahn, Caleb Shirk, Caroline Gould, Carter MacDonald, Chad Fryer, Chloe Jo Woodell, David Gosz, Emma Freeland, Grace Slack, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Libby Robinson, Lindsey Caba, Liz Daley, Logan Hancock, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Nick Alexakos, Olivia Banta, Patrick Sullivan, Ryan Folmar, Taylor Migliore, Tessa Lynn, Toby Forehand"
,,,,,,,,,,,
5/16/2019 1:24:46,Georgia,Yes,Perseverance,Honesty,Instagram page,Robinson/Adams,Personal interaction at National Convention,It's possible,Yes,Very involved,"Anna Claire Williams, Chad Fryer, Libby Robinson, Logan Hancock, Toby Forehand"
,,,,,,,,,,,
5/16/2019 1:30:25,Indiana,Yes,Vision,Kindness,Instagram page,Forehand/McDonald,Social media presence,It's possible,Yes,Moderately involved,"Josiah Wolfe, Noah Diaz"
,,,,,,,,,,,
5/16/2019 1:38:33,Mississippi,,Perseverance,Honesty,Instagram page,Richardson/Benitez,Personal interaction at National Convention,It's possible,Yes,Very involved,"Anna Claire Williams, Biani Benitez, Isaac Richardson, Jonathan Crampton, Jonathan McCallum, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 1:42:10,Rhode Island,No,N/A,Humility,Instagram page,Forehand/McDonald,Prior relationship with candidates,Out of the question,Yes,Moderately involved,"Abby Murray, Caroline Gould, Chad Fryer, Chloe Carlson, Chloe Jo Woodell, Emma Freeland, Isaac Richardson, Josiah Kolar, Kasey Cochran, Kylee Brandon, Libby Robinson, Liz Daley, Madelyn McDonald, Nathan Furlough, Olivia Banta, Tessa Lynn, Toby Forehand"
,,,,,,,,,,,
5/16/2019 1:43:57,South Carolina,No,N/A,Kindness,Instagram page,Richardson/Benitez,Social media presence,Unlikely,Yes,Very involved,"Abby Murray, Anna Claire Williams, Biani Benitez, Blake Landry, Briley Glisson, Caroline Gould, Carter MacDonald, Chad Fryer, Charlie Hester, Chloe Carlson, Emma Freeland, Grace Slack, Isaac Richardson, Lindsey Caba, Liz Daley, Logan Hancock, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Patrick Sullivan, Toby Forehand"
,,,,,,,,,,,
5/16/2019 1:47:22,Virginia,Yes,Perseverance,Open-mindedness,Instagram page,Richardson/Benitez,Campaign team outreach,It's possible,Yes,Slightly involved,"Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Briley Glisson, Caleb Shirk, Caroline Gould, Carter MacDonald, Chad Fryer, Chloe Carlson, David Gosz, Emma Freeland, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Libby Robinson, Liz Daley, Logan Hancock, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Patrick Sullivan, Taylor Migliore, Toby Forehand"
,,,,,,,,,,,
5/16/2019 1:47:52,Texas,Yes,Vision,Humility,Elections Hall table setup,Undecided,Personal interaction at National Convention,It's possible,Yes,Very involved,"Anna Claire Williams, Blake Landry, Caleb Hahn, Carter MacDonald, Chad Fryer, Chloe Carlson, David Gosz, David McElroy, Kylee Brandon, Libby Robinson, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Noah Diaz, Patrick Sullivan, Ryan Folmar, Toby Forehand"
,,,,,,,,,,,
5/16/2019 1:52:42,Florida,Yes,Perseverance,Humility,Elections Hall table setup,Robinson/Adams,Performance during debates,It's possible,Yes,Very involved,"Abby Murray, Anna Adams, Blake Landry, Bradley Conrad, Briley Glisson, Caroline Gould, Chad Fryer, Charlie Hester, Daniel McCarthy, David Gosz, Emma Freeland, Grace Slack, Isaac Richardson, Kylee Brandon, Libby Robinson, Lindsey Caba, Logan Hancock, Luke Bieber, Lydia Smith, Maggie Megelsh, Meredith Durham, Noah Diaz, Patrick Sullivan, Toby Forehand"
,,,,,,,,,,,
5/16/2019 2:06:22,North Carolina,Yes,Vision,Honesty,Instagram page,Forehand/McDonald,Prior relationship with candidates,Unlikely,Yes,Very involved,"Blake Landry, Caleb Hahn, Caleb Shirk, Carter MacDonald, Charlie Hester, David Gosz, Josiah Wolfe, Kasey Cochran, Madelyn McDonald, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 2:16:39,South Carolina,Yes,Vision,Kindness,Campaign posters,Forehand/McDonald,Prior relationship with candidates,Out of the question,Yes,Very involved,"Abby Murray, Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Bradley Conrad, Briley Glisson, Caleb Hahn, Caleb Shirk, Caroline Gould, Carter MacDonald, Chad Fryer, Charlie Hester, Chloe Carlson, David Gosz, Emma Freeland, Eva Reynolds, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Kasey Cochran, Libby Robinson, Liz Daley, Logan Hancock, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Noah Diaz, Patrick Sullivan, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 2:20:58,Georgia,Yes,Compassion,Humility,Instagram page,Undecided,Performance during debates,It's possible,Yes,Very involved,"Abby Murray, Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Bradley Conrad, Briley Glisson, Caleb Shirk, Caroline Gould, Carter MacDonald, Chad Fryer, Charlie Hester, Chloe Carlson, Daniel McCarthy, David Gosz, Emma Freeland, Eva Reynolds, Isaac Richardson, Jonathan Crampton, Jonathan McCallum, Josiah Kolar, Josiah Wolfe, Kasey Cochran, Kylee Brandon, Libby Robinson, Liz Daley, Logan Hancock, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Noah Diaz, Patrick Sullivan, Peter Stephenson, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/16/2019 2:29:39,Alaska,No,N/A,Honesty,Instagram page,Undecided,Performance during debates,It's possible,Yes,Very involved,"Briley Glisson, Chad Fryer, David Gosz, Emma Freeland, Eva Reynolds, Isaac Richardson, Josiah Kolar, Josiah Wolfe, Luke Bieber, Spencer Graham"
,,,,,,,,,,,
